lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
163,2,105.3,8,1,4,0,1,0,0,0
185,0,66.13,7,6,4,0,1,0,0,0
19,2,162.0,7,20,4,2,0,0,3,1
227,0,72.76,10,16,3,5,2,0,0,1
76,0,127.8,7,9,4,1,2,0,3,0
104,0,105.3,7,16,4,1,1,0,0,0
14,1,147.0,5,29,4,0,1,0,3,1
7,1,93.0,2,20,4,1,0,0,0,1
93,0,60.0,3,5,3,1,2,0,0,1
62,2,89.25,10,8,4,3,1,0,0,1
13,0,65.0,2,17,2,1,0,0,0,1
172,2,128.7,7,19,4,2,0,0,3,0
173,2,177.3,7,8,4,1,0,0,5,0
40,1,97.2,10,2,4,0,1,3,0,0
0,0,0.0,6,16,1,1,0,0,0,1
15,0,70.0,12,27,3,5,1,0,0,1
101,1,63.75,12,8,4,1,0,0,0,0
119,1,116.45,7,19,4,4,0,0,3,1
12,1,93.0,2,7,4,0,1,0,0,0
9,1,139.0,7,6,4,1,0,0,0,1
250,2,100.3,9,8,4,3,2,0,0,0
5,1,123.0,10,19,4,3,1,3,0,1
72,1,79.2,11,18,4,2,0,3,0,0
41,3,120.0,10,28,4,1,0,0,0,1
41,1,140.4,8,20,4,2,2,0,0,1
87,1,135.0,10,10,4,3,1,0,0,0
69,1,118.8,4,22,4,2,1,0,3,1
141,2,149.85,9,4,4,2,2,0,0,1
28,2,115.23,9,27,4,3,0,0,0,1
6,1,149.0,9,16,4,1,0,3,0,1
177,0,77.03,7,18,4,2,1,0,0,0
12,0,93.0,2,23,4,2,0,0,0,1
1,0,81.0,2,26,4,1,0,3,0,1
0,0,81.0,8,6,4,1,0,3,0,1
69,1,140.4,6,30,4,3,2,0,3,1
4,0,106.0,2,14,4,7,4,0,3,1
96,0,76.5,8,22,4,5,2,0,0,0
31,0,63.0,12,5,3,1,2,0,0,1
67,1,69.5,3,10,4,3,0,3,0,1
8,0,114.0,11,30,4,3,0,0,3,0
175,1,100.66,8,16,4,5,2,0,0,0
6,1,70.0,12,27,3,5,1,0,0,1
52,3,99.0,8,28,4,0,1,3,0,1
39,2,88.0,11,19,4,1,1,3,0,1
25,1,126.23,6,14,4,4,0,0,3,1
35,1,94.05,10,8,4,2,0,0,0,1
115,1,126.9,5,13,4,2,0,0,0,1
5,1,106.68,11,6,4,3,2,3,0,1
89,0,162.3,4,9,4,1,2,0,5,1
91,1,0.0,11,18,1,2,0,0,0,1
9,2,159.0,8,15,4,2,1,0,0,1
0,0,65.0,11,9,2,0,1,0,0,1
53,2,137.7,7,18,4,1,1,0,3,1
95,0,103.5,6,29,4,4,0,3,0,0
88,0,76.5,8,14,4,2,0,0,0,1
63,3,190.8,10,17,4,3,1,0,5,1
4,2,107.0,3,22,4,2,0,0,0,1
30,1,75.15,1,15,4,2,0,0,5,1
111,2,88.4,12,24,4,2,2,0,0,1
94,1,87.3,3,18,4,2,1,0,3,1
152,1,62.0,2,20,3,1,2,0,3,1
8,1,73.2,1,27,4,4,2,0,0,1
34,0,169.2,11,7,4,2,1,0,0,1
159,0,112.5,8,26,4,1,0,0,0,0
16,0,91.8,12,29,4,3,1,3,0,1
16,0,130.33,3,3,4,3,0,0,3,0
238,1,132.6,10,4,4,5,2,0,3,0
62,1,95.67,10,6,4,3,0,0,0,1
0,0,75.42,4,1,4,2,0,3,0,1
136,1,105.3,5,6,4,2,0,0,0,1
36,0,110.0,9,11,2,3,2,0,3,1
88,0,105.3,7,24,4,0,1,0,0,0
109,1,76.5,8,9,4,3,2,0,0,1
160,1,90.95,6,30,4,3,1,0,0,1
71,1,0.0,11,12,1,1,1,0,0,1
36,0,92.88,5,22,3,0,2,3,0,0
90,1,127.8,4,28,4,2,0,0,0,0
121,0,99.45,5,8,4,2,2,0,0,0
55,1,142.2,8,30,4,3,0,0,3,1
60,0,123.3,9,2,4,2,0,0,3,0
53,1,78.35,7,1,4,2,0,3,0,1
15,1,47.33,12,27,3,3,0,0,0,1
24,0,115.0,10,10,3,3,1,1,0,1
154,0,80.75,5,30,3,4,1,0,0,1
60,1,123.3,9,3,4,1,1,0,3,0
141,3,129.86,9,19,4,5,2,0,0,1
106,0,62.0,1,5,3,5,0,0,3,1
145,1,131.7,7,3,4,1,2,0,3,1
15,1,142.6,10,15,4,3,2,0,0,1
151,0,70.67,1,19,3,3,0,0,0,1
178,1,102.3,7,20,4,3,0,0,0,0
30,1,186.22,11,2,4,9,4,0,5,0
57,1,135.9,8,10,4,2,0,0,0,1
82,0,158.83,3,23,4,4,0,0,5,1
126,1,80.75,6,2,3,3,0,0,0,1
95,1,102.1,5,12,4,3,2,0,3,1
0,0,143.5,7,8,4,2,0,3,0,1
32,0,65.55,12,27,4,2,2,0,3,1
5,2,105.0,8,20,4,1,0,0,0,1
24,0,59.5,2,25,3,3,1,0,0,1
23,2,200.0,8,21,4,1,2,0,3,1
19,1,58.45,11,14,4,3,1,0,0,1
294,0,112.5,12,26,4,0,1,1,0,1
177,0,80.75,10,14,3,2,1,0,0,1
66,0,65.66,2,27,4,2,2,0,1,0
6,1,117.04,10,3,4,2,1,0,0,1
28,1,97.58,9,27,4,3,0,3,0,1
74,0,59.37,4,1,4,2,2,0,0,1
29,1,101.0,4,18,4,0,1,0,0,1
156,1,104.32,10,26,4,9,2,0,3,0
12,2,110.0,9,12,3,13,5,0,0,0
40,2,148.28,10,15,4,2,2,0,3,1
56,0,140.4,6,4,4,1,0,0,3,0
5,1,0.0,5,9,1,0,1,0,0,1
55,2,168.3,9,28,4,2,0,0,3,1
73,1,102.6,11,17,4,3,0,0,3,1
42,0,75.0,11,7,3,3,1,0,0,1
63,1,48.51,2,16,4,3,0,3,0,1
11,2,144.0,10,3,4,2,1,3,0,1
14,1,151.0,8,15,4,1,1,0,0,1
32,2,197.7,9,24,4,1,2,0,5,1
39,0,117.9,7,2,4,2,2,0,0,0
27,1,151.0,7,8,4,2,0,0,0,1
73,1,67.5,3,17,4,1,0,3,0,1
165,2,177.3,7,16,4,1,2,0,5,0
236,0,90.95,9,3,3,2,2,0,3,1
83,0,78.3,3,12,4,1,2,0,0,1
64,1,132.3,10,14,4,2,1,0,3,1
7,2,79.0,2,21,4,0,2,3,0,1
12,1,93.0,2,26,4,2,0,0,0,1
72,0,95.0,9,21,3,3,0,0,0,1
196,0,128.7,8,6,4,1,1,0,0,0
111,1,145.0,5,19,4,3,1,0,0,1
43,2,20.0,11,25,1,2,0,0,3,1
58,0,87.3,7,8,3,1,0,0,3,1
103,1,84.58,4,5,4,4,0,0,0,1
8,0,91.0,2,19,2,1,0,0,0,1
57,0,67.5,3,11,4,2,1,3,0,0
148,3,118.8,10,4,4,3,0,0,0,1
50,1,83.66,2,22,4,5,2,0,3,0
82,0,76.5,4,11,3,2,1,0,0,1
76,2,79.2,11,6,4,0,1,3,0,1
3,0,65.0,9,18,2,2,2,0,0,1
1,2,184.5,8,16,4,1,0,3,0,1
1,0,125.0,5,31,4,1,0,0,0,1
40,1,131.4,3,22,4,1,0,0,3,0
97,0,76.5,8,19,4,3,0,0,0,1
62,0,99.0,9,4,4,0,1,3,0,0
238,0,86.7,12,31,4,1,2,0,0,0
52,2,88.4,12,1,4,3,1,0,0,1
6,0,68.0,12,4,3,2,2,0,0,1
34,0,73.9,2,8,4,4,1,0,0,1
121,1,112.5,7,7,4,2,0,3,0,1
236,0,89.25,10,3,4,1,0,0,0,0
86,2,140.0,12,8,4,3,0,0,3,1
17,1,95.0,10,9,3,3,2,0,0,1
58,0,75.0,11,10,3,3,0,0,0,1
44,0,85.5,8,24,3,2,0,0,0,1
60,0,71.4,9,12,4,2,2,0,0,1
206,0,80.75,8,12,4,2,2,3,0,0
121,2,58.91,2,15,4,3,1,0,1,1
13,1,173.67,6,2,4,3,0,0,3,1
33,1,119.0,9,26,4,1,1,0,0,1
107,1,130.0,5,7,4,1,2,0,0,0
50,1,97.2,11,4,4,1,0,0,0,1
116,0,89.25,10,27,4,3,0,0,0,1
62,1,101.18,9,28,4,1,0,0,0,1
35,2,148.6,10,15,4,1,1,1,0,1
55,0,71.28,11,13,4,1,2,3,0,0
12,1,187.5,8,19,4,2,0,1,0,1
38,2,120.91,11,4,4,2,2,0,3,1
4,0,166.0,3,20,4,0,2,0,3,1
34,1,66.53,10,6,4,2,0,0,0,1
6,0,91.0,3,4,4,1,0,3,0,1
137,0,96.3,8,26,4,2,0,0,0,1
3,1,136.0,6,10,4,1,0,0,3,1
1,0,0.0,4,8,4,2,0,0,0,1
59,1,139.5,9,7,4,1,0,0,3,1
23,1,90.95,11,4,4,4,0,0,0,1
2,1,63.75,12,17,4,2,0,3,0,1
138,1,110.08,6,5,4,2,2,0,0,1
12,1,67.0,12,8,2,2,0,0,0,1
64,0,73.95,3,11,4,2,2,0,0,0
2,0,65.0,11,22,2,1,2,0,0,1
33,0,85.5,5,29,3,1,2,0,0,1
22,0,79.2,11,25,4,2,1,0,0,1
77,0,116.1,6,1,4,3,0,3,0,0
0,0,0.0,9,1,1,1,0,0,1,1
199,0,77.89,12,28,4,4,2,0,3,0
81,0,85.0,9,5,3,5,1,0,0,1
18,1,160.67,9,28,4,3,0,1,3,1
46,0,142.2,9,2,4,2,1,0,3,1
49,1,81.9,3,15,4,2,0,0,0,1
16,1,86.0,2,21,4,0,1,0,0,1
101,0,107.1,8,3,4,6,2,3,0,0
86,0,58.0,3,10,3,3,0,0,0,1
89,1,87.3,4,1,4,2,0,0,0,1
4,0,110.0,9,11,0,1,2,0,3,1
2,0,86.0,2,17,4,1,0,0,0,1
18,0,99.0,6,12,4,0,2,3,0,0
4,1,133.41,7,15,4,5,2,0,4,1
1,0,85.0,2,4,4,3,2,0,0,1
20,2,215.0,3,28,4,4,1,0,5,1
37,0,88.0,12,14,4,2,0,3,0,0
46,2,122.4,11,2,4,4,0,0,3,1
126,2,118.8,10,8,4,1,1,0,0,1
6,1,94.0,11,9,2,1,0,0,3,1
41,2,105.9,10,16,4,2,1,0,0,1
173,2,114.75,7,31,4,2,2,0,0,0
43,2,109.2,4,28,4,3,0,3,0,1
53,0,93.6,11,21,4,1,1,0,0,0
12,0,171.0,2,3,4,2,0,0,5,0
31,1,95.4,3,12,4,2,2,0,3,0
58,0,159.3,5,18,4,1,0,0,3,0
275,0,110.0,4,17,4,0,2,1,0,0
106,0,38.67,3,10,3,3,0,0,0,1
134,0,198.9,5,26,4,3,0,0,5,0
199,2,168.3,7,23,4,1,2,0,5,0
107,0,130.0,6,10,3,2,0,0,0,0
12,0,38.67,3,17,3,3,0,0,0,1
125,1,137.7,8,20,4,1,1,0,3,0
1,2,141.0,6,18,4,1,2,0,0,1
31,0,85.0,10,15,3,1,2,0,0,1
7,0,101.0,4,3,4,1,2,0,0,0
7,1,121.0,4,27,4,4,1,3,0,1
296,0,56.01,10,24,4,4,2,0,1,0
16,0,89.0,11,25,3,2,0,0,0,1
89,1,105.3,3,25,4,2,1,0,3,0
62,1,140.63,11,6,4,2,2,3,0,1
3,0,95.0,11,21,4,0,1,3,0,0
111,1,109.65,6,17,4,2,2,0,0,1
16,2,90.0,8,29,4,1,1,0,0,1
19,2,93.0,2,19,4,3,2,0,0,1
8,1,115.6,11,2,4,4,1,0,0,1
12,1,66.0,1,24,2,1,2,0,0,1
69,0,92.65,12,22,3,2,0,0,0,1
192,0,86.0,9,25,3,3,2,0,0,1
197,1,86.9,8,11,4,1,0,0,3,0
93,2,137.7,7,12,4,2,0,0,3,1
79,0,87.3,3,4,4,2,0,0,3,0
26,1,126.0,4,13,4,1,0,0,3,1
0,1,89.0,10,19,4,1,1,0,3,1
3,1,131.0,4,25,4,2,1,0,0,1
70,1,85.5,4,6,4,3,0,3,0,1
17,0,95.0,12,9,4,2,0,3,0,1
181,0,124.2,12,14,4,2,0,1,0,1
33,1,125.1,8,8,4,1,1,3,0,0
10,1,161.33,7,7,4,3,0,0,3,1
36,2,96.3,10,21,4,4,0,0,0,1
116,2,125.1,9,25,4,3,2,3,0,1
105,0,119.85,5,22,4,2,2,0,0,0
24,2,115.0,9,19,4,1,0,3,0,1
96,1,162.9,10,28,4,2,1,0,5,0
1,0,79.0,2,12,4,1,0,3,0,1
53,1,76.58,4,11,4,3,1,0,0,1
4,0,88.0,12,1,4,1,0,3,0,1
174,0,111.0,9,6,3,5,0,0,0,0
0,0,93.0,1,17,4,0,1,0,0,1
47,1,101.1,3,16,4,3,0,0,3,0
20,0,94.35,6,12,4,0,1,0,0,1
59,0,67.5,3,13,4,1,2,3,0,1
18,2,149.0,9,26,4,3,1,0,0,1
41,0,65.02,12,27,4,1,2,0,0,1
45,1,145.2,9,5,4,2,1,1,0,0
91,2,109.29,9,7,4,4,1,0,3,1
90,0,80.75,10,17,3,3,1,0,0,1
35,1,71.1,3,16,4,2,0,3,0,1
154,3,177.3,6,28,4,3,0,0,5,1
11,2,96.0,12,11,4,2,1,0,0,1
23,1,139.0,8,2,4,2,0,3,0,1
6,0,104.0,4,16,4,1,1,3,0,0
55,2,74.8,12,13,4,4,0,0,0,1
111,0,120.0,10,10,3,0,1,0,4,0
23,0,94.35,6,12,4,0,1,0,0,1
32,0,126.9,5,7,4,1,0,0,0,1
33,0,131.4,4,2,4,1,1,0,3,1
24,0,0.0,8,15,1,0,1,0,0,1
1,2,121.0,4,22,4,2,1,0,0,1
88,0,68.0,10,7,2,2,1,0,0,1
68,2,79.56,10,30,4,3,2,3,0,1
205,1,94.5,8,21,4,1,2,3,0,0
44,2,137.14,4,29,4,2,2,0,0,1
31,0,66.29,12,3,4,11,5,3,0,0
175,1,123.25,7,24,4,2,2,1,0,0
9,3,0.0,11,11,1,2,0,0,0,1
58,1,90.95,9,8,3,3,1,0,3,1
19,0,100.0,6,22,2,2,0,0,0,0
160,0,138.55,8,8,4,5,2,0,3,0
23,1,143.99,5,2,4,2,1,0,3,1
39,0,85.0,7,23,3,2,2,0,0,1
140,2,76.5,8,10,4,6,3,0,0,1
47,1,117.9,7,1,4,3,2,0,0,1
206,1,127.47,6,9,4,5,2,0,3,0
10,0,206.55,12,31,3,2,0,0,0,1
7,1,89.59,11,27,4,3,2,0,0,1
10,2,126.5,2,10,4,4,0,0,0,0
0,0,156.0,8,25,4,1,0,0,5,1
181,0,76.5,7,1,4,4,1,0,0,0
2,2,116.67,9,14,4,3,0,0,0,1
52,0,85.5,4,18,4,1,1,3,0,1
61,0,118.8,4,22,4,2,1,0,3,0
16,1,140.0,10,29,4,1,1,0,0,0
100,1,106.03,7,12,4,3,0,0,0,1
45,1,71.1,3,10,4,2,0,3,0,1
140,0,80.75,6,15,3,4,0,0,0,1
217,2,76.5,8,7,4,1,0,0,1,0
148,3,113.69,7,1,4,6,2,0,0,1
81,1,152.55,12,7,4,4,0,1,0,1
64,2,93.6,11,1,4,4,0,0,0,1
1,0,80.0,2,13,3,1,2,0,0,1
45,1,152.1,9,15,4,1,0,0,0,1
13,2,0.0,2,17,1,2,0,0,3,1
30,0,85.5,6,2,3,2,0,0,0,1
113,0,119.85,6,13,4,5,2,0,0,0
40,0,109.8,8,28,4,0,1,0,0,1
76,0,82.45,3,18,4,2,2,0,0,1
125,1,128.69,6,17,4,3,2,0,3,1
6,0,88.92,3,22,4,5,0,3,0,1
38,1,108.0,11,4,4,1,0,0,0,1
0,0,89.0,7,29,4,1,0,3,0,1
87,0,74.15,4,14,4,1,0,0,0,0
62,0,118.8,4,16,4,1,2,0,3,0
55,1,91.51,9,10,4,1,2,3,0,1
25,0,130.0,10,27,4,3,1,0,0,0
36,1,112.59,9,9,4,1,0,3,0,1
70,0,78.3,3,12,4,1,2,0,0,0
5,0,85.0,2,20,4,5,2,0,0,0
15,1,145.0,7,8,4,2,1,0,0,0
2,0,71.6,1,3,4,0,1,0,0,1
37,1,69.3,2,27,4,1,1,3,0,0
3,0,81.88,12,6,4,3,0,0,0,1
32,0,228.6,4,16,4,5,2,1,5,0
95,0,109.65,5,21,4,2,2,3,0,0
38,1,145.8,9,21,4,2,1,0,0,1
127,0,105.3,5,22,4,1,2,0,0,0
1,1,0.0,12,17,1,1,0,0,5,1
39,0,71.1,3,11,4,1,0,3,0,0
70,2,79.2,12,8,4,1,0,3,0,1
24,1,95.0,10,9,3,1,2,0,0,1
58,0,120.0,4,28,4,3,0,0,0,0
140,1,82.73,5,25,4,4,1,0,0,1
16,1,148.0,12,30,4,2,0,0,3,1
1,1,79.0,6,13,4,1,1,3,0,1
36,2,125.1,3,23,4,4,2,0,3,0
65,2,93.08,10,29,4,3,1,0,0,1
4,0,70.0,1,8,3,2,1,0,0,1
40,1,125.1,8,5,4,2,2,0,0,1
209,0,133.2,8,19,4,2,0,0,0,0
6,1,137.0,12,31,4,2,0,0,3,1
23,0,154.0,11,25,4,2,2,0,3,0
207,3,80.01,10,20,4,3,2,0,0,1
8,1,120.0,9,23,4,1,0,0,0,0
69,2,99.45,4,13,4,4,0,0,0,1
38,1,116.1,5,2,4,2,1,3,0,1
27,2,91.83,10,4,4,1,2,0,0,1
200,1,105.4,8,31,4,4,0,0,0,0
1,0,75.0,8,28,3,1,2,3,0,1
87,0,141.3,6,26,4,3,2,1,0,0
72,0,126.64,10,31,4,5,2,0,3,0
41,0,142.2,6,17,4,2,0,0,3,0
96,0,70.0,12,29,3,3,0,0,0,1
72,0,70.72,11,18,4,2,2,0,0,1
174,1,159.3,9,20,4,5,1,0,3,0
6,0,127.0,9,11,4,2,1,0,0,0
6,0,90.0,8,24,4,2,1,0,0,1
48,0,51.09,2,24,4,4,0,3,0,1
209,2,90.95,8,21,4,3,2,0,0,1
107,0,90.0,11,24,4,2,0,0,0,1
44,0,82.13,11,22,4,3,0,3,0,0
75,2,79.2,11,2,4,4,1,3,0,1
0,0,95.0,5,2,0,3,1,0,0,1
102,0,189.3,7,22,4,2,1,0,5,1
6,0,95.0,5,31,2,2,0,0,0,1
54,0,144.0,8,28,4,3,2,1,0,1
17,1,124.0,9,11,4,0,2,0,0,1
86,0,84.58,4,6,4,4,0,0,0,0
94,1,81.08,4,15,4,2,1,0,3,1
172,1,99.45,8,12,4,4,2,0,0,1
40,2,113.4,10,27,3,3,0,1,1,1
24,0,135.0,5,11,4,4,0,0,0,1
1,1,65.0,1,7,2,1,0,0,0,1
2,1,102.0,1,27,4,1,0,0,0,1
17,0,58.0,12,21,3,4,1,0,0,1
119,0,121.5,7,27,4,3,0,0,0,0
0,1,65.0,5,17,2,3,0,0,0,1
6,0,65.0,9,30,2,2,0,0,0,1
62,0,96.23,9,4,4,2,2,0,1,0
86,1,85.5,4,26,4,1,0,3,0,1
68,0,123.17,7,16,4,5,2,0,3,0
3,0,86.0,2,4,4,1,0,0,0,1
105,0,72.25,8,26,3,4,2,0,0,0
13,1,192.0,12,26,4,3,2,0,5,1
6,1,196.0,4,23,4,1,1,0,5,1
62,0,140.4,5,7,4,1,0,0,3,0
91,2,118.8,7,16,4,1,2,0,3,1
53,2,74.8,12,17,4,5,2,3,0,1
76,1,79.2,11,11,4,2,0,3,0,1
1,0,90.0,1,24,4,0,1,3,0,1
238,0,80.75,9,9,3,1,0,0,0,1
59,0,76.5,7,12,4,4,2,0,0,0
35,0,84.24,6,1,4,2,0,3,0,0
52,1,92.28,5,15,4,2,2,0,0,1
308,2,78.3,11,23,4,3,0,3,0,0
46,0,73.9,3,3,4,3,0,0,0,0
60,1,75.0,4,8,3,2,2,0,0,1
174,1,112.0,7,25,4,2,1,0,0,0
2,0,55.74,2,14,3,5,2,0,0,1
25,1,109.4,4,17,4,3,2,0,0,1
17,0,89.0,6,23,4,1,0,3,0,0
76,0,89.75,8,30,3,4,0,0,0,1
18,0,137.67,3,19,4,1,2,0,0,0
35,0,95.0,5,13,3,2,0,0,0,1
60,0,177.3,7,14,4,2,0,0,5,0
60,1,107.78,4,2,4,3,2,0,3,1
6,1,43.5,12,25,3,2,2,0,0,1
3,0,82.88,12,21,4,4,1,0,0,1
12,1,134.1,9,23,4,2,1,3,0,1
2,0,77.0,9,20,3,0,2,0,0,1
32,1,126.9,5,8,4,1,2,0,0,1
14,1,109.0,3,13,4,2,2,0,0,1
36,0,0.0,12,3,1,1,1,0,0,1
40,0,118.0,12,31,3,3,0,0,0,1
2,0,67.0,12,21,2,2,0,0,0,1
0,1,129.0,6,4,4,1,0,3,0,1
45,0,104.98,4,26,4,4,0,0,0,0
103,1,159.84,9,6,3,3,0,1,0,1
253,0,65.83,10,29,4,1,2,3,0,0
68,1,65.29,10,17,4,4,2,0,0,1
31,0,104.64,10,2,4,1,2,0,0,1
5,0,75.0,12,8,2,3,0,0,0,1
67,0,76.5,7,20,4,8,3,0,0,0
53,1,94.5,10,26,4,2,1,0,0,1
88,0,88.7,3,23,4,4,0,0,0,1
7,0,95.0,10,18,2,1,0,0,0,1
40,1,67.76,11,18,4,2,1,3,0,1
34,1,98.1,5,22,4,1,2,3,0,1
30,0,138.93,6,8,4,9,2,0,3,0
28,1,103.87,9,22,4,4,0,0,0,1
49,1,75.95,1,24,4,3,2,0,0,1
22,0,141.0,6,15,4,2,0,0,0,0
133,3,156.15,9,19,4,4,1,0,0,1
178,1,137.25,8,1,4,4,1,0,3,0
65,1,125.1,9,27,4,3,0,3,0,1
48,2,131.72,11,5,4,1,2,0,3,1
135,2,105.3,5,11,4,3,0,0,0,0
63,0,193.68,11,7,4,2,1,0,5,1
0,0,96.67,9,9,4,1,0,3,0,1
59,1,74.8,11,21,4,3,1,3,0,1
10,2,153.0,8,21,4,2,1,0,5,1
69,1,80.75,4,4,4,3,1,3,0,1
2,1,153.62,9,22,4,1,0,0,3,1
112,1,76.5,8,17,4,2,1,0,0,1
158,1,126.9,9,16,4,1,0,0,0,0
37,0,116.1,6,16,4,1,0,3,0,0
293,0,68.17,12,25,4,6,4,3,0,0
21,0,46.67,11,3,3,3,0,0,3,1
152,0,91.93,8,20,4,5,2,3,0,0
3,0,156.0,5,20,4,1,0,0,3,0
3,0,107.0,3,4,4,2,0,0,0,1
166,1,103.7,8,17,4,4,0,0,0,0
30,1,117.3,3,2,4,4,0,0,3,1
51,0,126.36,5,28,4,1,1,0,3,0
188,1,90.95,7,4,4,17,7,0,0,0
149,0,105.9,7,20,4,3,0,0,0,0
9,0,92.0,3,5,3,1,2,0,3,0
103,1,99.9,4,8,4,1,0,0,0,1
0,0,142.0,9,9,4,1,0,0,0,1
6,2,99.0,5,8,4,0,2,3,0,1
44,1,99.0,8,31,4,3,0,3,0,1
6,0,78.69,11,17,4,5,2,3,0,0
167,1,80.75,7,6,4,4,0,3,0,1
38,1,78.3,1,14,4,3,0,0,0,1
37,0,94.5,4,23,4,1,1,3,0,1
338,0,90.67,10,7,3,2,1,0,0,1
182,0,120.0,10,12,3,1,0,0,0,0
141,1,85.5,8,5,4,2,0,0,0,1
43,4,88.4,11,30,4,4,0,0,0,1
212,0,88.4,12,29,4,4,2,0,0,0
104,2,82.45,4,2,4,4,2,0,0,0
165,0,180.2,8,19,4,3,2,1,3,0
84,0,72.25,7,25,3,3,1,0,0,1
152,2,130.05,7,13,4,5,2,0,3,0
11,2,81.0,8,28,4,2,0,3,0,1
188,1,186.3,7,16,4,1,2,0,5,0
59,2,123.3,9,1,4,3,0,0,3,1
174,1,85.5,6,29,4,3,0,3,0,1
72,0,60.0,12,5,3,1,2,0,3,1
36,1,135.9,8,11,4,1,0,0,0,0
22,3,122.5,9,4,4,4,2,0,0,1
69,2,135.9,8,16,4,3,0,0,0,1
49,0,91.44,2,22,3,5,2,0,4,0
12,0,105.0,6,13,3,2,1,0,0,1
66,0,106.0,1,3,4,2,2,0,0,1
49,0,134.1,6,29,4,4,2,0,0,1
82,1,80.39,10,26,4,2,0,0,3,1
121,1,129.0,5,2,4,0,1,3,0,1
54,1,96.0,11,11,4,2,1,0,0,0
4,2,176.0,3,26,4,1,2,0,3,1
113,1,116.1,6,13,4,2,1,3,0,1
52,0,67.5,2,25,4,3,0,3,0,0
125,1,110.93,8,3,4,6,2,0,0,1
23,1,91.63,10,16,4,2,2,3,0,1
46,0,156.6,11,18,4,2,0,0,5,1
345,2,78.3,12,20,4,2,0,0,0,0
78,0,100.0,5,19,3,3,1,0,0,1
201,2,96.3,10,16,4,1,2,0,0,0
7,2,151.0,8,4,4,3,0,0,0,1
90,1,119.0,12,24,4,3,2,0,3,1
20,1,151.0,8,19,4,2,2,0,0,1
124,1,72.25,12,17,4,3,0,0,0,0
302,2,90.3,12,29,4,3,0,0,0,0
75,1,85.5,4,11,4,2,1,3,0,0
115,0,89.25,5,2,4,3,1,3,0,0
102,0,72.25,7,8,3,2,2,0,0,1
47,2,139.5,10,9,4,1,2,0,3,1
73,1,87.3,4,3,4,1,2,0,0,1
45,1,159.12,5,17,3,2,0,0,5,1
1,2,205.5,12,30,4,4,0,0,5,1
83,0,75.0,12,11,3,1,2,0,0,1
2,0,151.0,7,12,4,1,0,0,0,1
69,1,111.3,12,30,4,4,0,0,0,1
186,0,125.1,10,2,4,5,2,0,0,0
6,0,129.0,5,10,4,4,0,3,0,0
287,1,90.95,10,19,4,4,1,0,0,1
25,1,104.0,6,1,4,2,0,3,0,1
71,1,131.4,8,26,4,2,2,0,0,1
13,1,65.0,6,14,2,3,0,0,0,1
10,2,106.5,8,20,4,3,1,3,0,1
49,3,109.8,9,2,4,1,0,0,0,1
76,0,116.7,4,28,4,3,0,0,0,0
71,0,128.0,12,7,4,4,0,0,3,1
22,0,97.6,8,31,4,2,0,0,0,1
106,0,159.3,6,17,4,2,1,0,0,0
42,1,164.33,10,20,4,3,0,0,0,0
74,3,80.1,10,27,4,2,0,3,0,1
128,1,99.9,5,12,4,1,0,0,0,1
4,0,124.0,7,28,4,2,0,3,0,0
54,2,143.1,5,18,4,2,0,0,0,1
52,1,108.0,10,2,4,0,2,3,0,0
8,0,130.0,4,13,2,15,6,0,0,0
3,1,96.0,12,5,4,0,1,0,0,1
47,0,91.8,3,10,4,3,0,0,3,0
90,0,123.08,5,20,3,2,2,0,4,1
55,1,108.9,6,26,4,2,2,0,0,0
0,0,0.0,10,10,1,0,1,0,4,1
44,1,59.95,3,4,4,6,2,0,0,1
36,0,150.3,4,3,4,0,1,0,0,1
133,1,114.63,7,16,4,5,2,0,3,1
93,0,90.9,10,27,4,2,0,0,0,0
173,0,122.4,12,16,4,2,0,0,3,1
133,0,103.7,6,27,4,4,1,0,3,0
13,1,135.0,10,28,4,2,0,0,0,1
141,1,115.61,5,18,3,2,0,0,3,1
6,1,77.57,9,7,4,3,1,0,3,1
2,1,100.67,11,21,4,2,1,0,0,1
18,2,158.0,12,30,4,2,0,0,0,1
151,1,99.3,8,19,4,3,2,0,1,0
81,1,97.75,3,23,4,4,1,0,3,0
43,1,88.46,11,11,4,2,1,0,0,1
35,0,125.1,7,25,4,0,1,3,0,0
1,1,95.0,12,28,4,1,1,3,0,1
125,0,132.67,12,1,4,3,2,0,5,0
213,1,108.95,8,2,4,5,0,0,0,0
7,2,67.0,12,14,2,2,0,0,0,1
22,1,90.95,11,17,4,3,0,0,0,1
133,0,118.15,5,27,4,2,2,0,3,0
35,2,117.0,9,25,4,0,2,0,0,1
31,0,69.3,10,19,3,2,1,0,0,1
19,1,106.65,4,29,4,2,2,0,0,1
4,0,66.0,1,30,3,1,2,0,0,1
62,1,207.9,9,24,4,4,2,0,5,1
254,1,100.7,7,9,4,1,0,0,1,0
210,1,90.95,8,7,4,3,2,0,0,1
74,0,72.25,8,29,3,4,1,3,0,1
26,1,77.0,2,5,4,2,0,3,0,1
2,1,89.0,4,13,2,2,0,0,0,1
53,1,118.8,4,21,4,3,0,0,3,1
0,1,0.0,9,9,1,1,0,0,3,1
49,0,75.0,11,2,3,4,0,0,0,1
